15753 109548
265 13163 0.346666666667
265 6813 0.2
265 5162 0.226470588235
265 7611 0.331111111111
265 8793 0.3
265 14607 0.3
265 1759 0.3
265 15076 0.3
265 11652 0.3
265 1784 0.3
265 13402 0.2
265 12675 0.35
265 12676 0.35
265 14158 0.334146341463
265 9385 0.3
265 9645 0.316279069767
265 9921 0.315909090909
265 9929 0.3
265 15340 0.3
265 1806 0.3
265 9933 0.3
265 11524 0.3
265 8852 0.3
265 15355 0.3
265 7440 0.3
265 1285 0.368292682927
265 2801 0.14358974359
265 13912 0.317073170732
265 12460 0.51
265 4733 0.508108108108
265 703 0.338888888889
265 2073 0.331818181818
265 5237 0.331818181818
265 10437 0.3
265 4354 0.3
265 10442 0.3
265 10443 0.3
265 10444 0.3
265 10445 0.3
265 605 0.313461538462
265 11210 0.3
265 14893 0.3525
265 10985 0.314583333333
265 10449 0.3
265 10451 0.3
265 10452 0.3
265 10455 0.3
265 9197 0.3
265 6759 0.3
265 6760 0.3
265 10216 0.22
265 7205 0.3
265 7206 0.3
265 7207 0.3
265 7208 0.3
265 7209 0.3
265 7210 0.3
265 7812 0.179487179487
265 14916 0.313725490196
265 6779 0.312280701754
265 12761 0.326923076923
265 11201 0.3
265 9743 0.30534351145
265 2125 0.348837209302
265 5264 0.233333333333
265 2866 0.3
265 1383 0.379545454545
265 2873 0.3
265 6287 0.175
265 15401 0.3
265 15402 0.3
265 11528 0.3
265 15412 0.3
265 15413 0.3
265 9476 0.363636363636
265 4903 0.10243902439
265 4832 0.3
265 1991 0.3
265 13365 0.3
265 4835 0.3
265 13522 0.3
265 1812 0.314583333333
265 7714 0.407692307692
265 2995 0.31186440678
265 9047 0.315217391304
265 7528 0.3
265 2167 0.324137931034
265 2168 0.3
265 6040 0.3
265 5304 0.327450980392
265 2182 0.334146341463
265 14504 0.3
265 13077 0.3
265 6289 0.3
265 5546 0.35
265 11825 0.3
265 13071 0.3
265 11830 0.303825136612
265 1899 0.226470588235
265 13075 0.3
265 13076 0.3
265 14517 0.3
265 14986 0.3
265 6348 0.3
265 6349 0.3
265 7551 0.312068965517
265 10298 0.3
265 14582 0.3
265 8047 0.3
265 13776 0.3
265 7775 0.161538461538
265 11337 0.3
265 1695 0.334146341463
265 12087 0.3
265 13321 0.318918918919
265 6622 0.525806451613
265 5352 0.356
265 8751 0.3
265 8752 0.3
265 8753 0.3
265 6078 0.331111111111
265 15053 0.331818181818
265 2715 0.3
265 491 0.3
265 7344 0.35
265 12373 0.3
265 3091 0.314583333333
265 14800 0.51
265 8044 0.3
266 1604 0.305833333333
266 1559 0.156666666667
266 10184 0.15
267 7612 0.233333333333
267 8895 0.3
267 12176 0.14
267 1635 0.21
267 8730 0.308235294118
267 8731 0.3
267 5825 0.3
267 5265 0.3
267 3362 0.3
268 10331 0.161538461538
268 10337 0.116666666667
268 15280 0.110526315789
268 12639 0.15
268 1499 0.123529411765
268 5866 0.105
268 1505 0.110526315789
268 13624 0.110526315789
268 15092 0.116666666667
268 9329 0.116666666667
268 6912 0.103703703704
268 13128 0.110526315789
268 10977 0.105
268 11399 0.116666666667
268 11401 0.116666666667
268 11915 0.15
268 15291 0.123529411765
268 15298 0.175
268 15299 0.34375
268 15303 0.15
268 15304 0.116666666667
268 524 0.110526315789
268 7613 0.116666666667
268 6678 0.110526315789
268 2763 0.110526315789
268 10118 0.110526315789
268 7131 0.15
268 10360 0.116666666667
268 14142 0.155555555556
268 4960 0.104430379747
268 4963 0.15
268 8333 0.13125
268 10376 0.13125
268 15113 0.133333333333
268 3273 0.168
268 1497 0.13125
268 11927 0.105
268 8343 0.116666666667
268 754 0.13125
268 8345 0.14
268 10386 0.13125
268 12423 0.110526315789
268 7645 0.15
268 4204 0.161538461538
268 14861 0.112
268 14862 0.116666666667
268 10932 0.123529411765
268 10933 0.186666666667
268 8615 0.116666666667
268 15199 0.116666666667
268 7225 0.110526315789
268 11703 0.110526315789
268 13428 0.110526315789
268 11969 0.110526315789
268 1344 0.123529411765
268 7676 0.13125
268 15570 0.116666666667
268 12467 0.13125
268 1077 0.22
268 10181 0.13125
268 10681 0.116666666667
268 10682 0.13125
268 1087 0.110526315789
268 10686 0.110526315789
268 6867 0.170588235294
268 15643 0.110526315789
268 15644 0.121739130435
268 8895 0.105
268 9703 0.110526315789
268 1314 0.13125
268 8901 0.110526315789
268 12986 0.13125
268 12989 0.13125
268 14896 0.14
268 14897 0.14
268 14900 0.123529411765
268 2603 0.110526315789
268 2268 0.105
268 6178 0.105
268 6003 0.123529411765
268 1341 0.110526315789
268 1342 0.14
268 1343 0.123529411765
268 2857 0.13125
268 13721 0.155555555556
268 1288 0.110526315789
268 2860 0.14
268 4794 0.110526315789
268 12518 0.105
268 12519 0.15
268 12524 0.116666666667
268 12527 0.13125
268 15501 0.13125
268 5265 0.123529411765
268 8204 0.116666666667
268 12264 0.13125
268 3354 0.13125
268 10240 0.110526315789
268 7226 0.13125
268 7227 0.110526315789
268 7425 0.14
268 6021 0.123529411765
268 11274 0.105
268 1437 0.13125
268 11275 0.105
268 3423 0.105
268 1635 0.105
268 6047 0.105
268 1638 0.123529411765
268 1639 0.15
268 1377 0.13125
268 9478 0.161538461538
268 4155 0.110526315789
268 4580 0.105
268 6050 0.110526315789
268 9484 0.147368421053
268 4846 0.123529411765
268 1895 0.110526315789
268 6818 0.14
268 11826 0.105
268 13051 0.105
268 1898 0.116666666667
268 9253 0.2
268 11552 0.15
268 11553 0.110526315789
268 7341 0.13125
268 5976 0.14
268 13537 0.13125
268 11819 0.123529411765
268 9788 0.13125
268 11823 0.164705882353
268 3648 0.110526315789
268 9793 0.15
268 6046 0.105
268 9797 0.15
268 9799 0.13125
268 9800 0.13125
268 1429 0.116666666667
268 12118 0.123529411765
268 4564 0.105
268 5320 0.14
268 5322 0.110526315789
268 5323 0.15
268 7126 0.15
268 4776 0.15
268 15459 0.14
268 5816 0.116666666667
268 10764 0.105
268 15461 0.13125
268 6357 0.110526315789
268 11276 0.110526315789
268 15465 0.123529411765
268 5823 0.15
268 15013 0.116666666667
268 5825 0.14
268 6022 0.105
268 10814 0.105
268 1760 0.105
268 14763 0.15
268 10819 0.215384615385
268 13205 0.117355371901
268 13790 0.116666666667
268 9025 0.105
268 15493 0.123529411765
268 9029 0.123529411765
268 3708 0.110526315789
268 9575 0.13125
268 7261 0.110526315789
268 14035 0.266666666667
268 13576 0.3
268 13577 0.157368421053
268 6284 0.161538461538
268 14567 0.116666666667
268 7817 0.116666666667
268 7342 0.123529411765
268 7820 0.155555555556
268 7822 0.147368421053
268 3207 0.105
268 3213 0.161538461538
268 14799 0.13125
268 14801 0.110526315789
269 9077 0.10534351145
269 7152 0.179032258065
269 14866 0.166666666667
269 4715 0.234210526316
270 12775 0.10358974359
271 6545 0.15
271 5904 0.104166666667
271 1402 0.165
271 13150 0.12
272 6578 0.116666666667
272 1400 0.104093567251
273 9323 0.3
273 12260 0.15
273 8915 0.303553299492
274 12627 0.110526315789
274 5592 0.233333333333
275 5065 0.123529411765
275 5253 0.107692307692
275 9418 0.105
276 14519 0.133684210526
276 7351 0.15
276 11803 0.104895104895
276 10060 0.15
276 14103 0.12
277 870 0.110526315789
277 3393 0.105434782609
277 2044 0.15
277 13984 0.15
277 10474 0.15
277 10722 0.178
277 10529 0.131818181818
277 10475 0.15
277 13989 0.15
277 13990 0.15
277 11058 0.119444444444
277 4010 0.105833333333
277 6547 0.16308411215
277 15711 0.108588957055
277 9551 0.121666666667
277 12157 0.15
277 12158 0.15
277 12159 0.15
277 7793 0.121666666667
277 2887 0.15
277 4834 0.131818181818
277 7277 0.1109375
277 13876 0.163636363636
277 14163 0.138888888889
277 5605 0.15
277 5611 0.15
277 5612 0.15
278 14059 0.15
278 3015 0.103703703704
278 14401 0.118918918919
278 13751 0.156551724138
279 8261 0.15
280 4396 0.311111111111
280 7522 0.225806451613
280 13010 0.12
280 13012 0.15
280 13821 0.203225806452
280 11527 0.116666666667
280 3187 0.127272727273
280 2619 0.107692307692
280 2621 0.116666666667
280 9463 0.233333333333
280 8314 0.121739130435
280 14059 0.121739130435
280 8884 0.153125
280 7699 0.275
280 6980 0.103645833333
280 4458 0.195161290323
280 5294 0.15
280 9652 0.121739130435
280 2572 0.18064516129
280 3695 0.121739130435
280 5596 0.112
280 12792 0.112
280 2687 0.106542056075
280 10203 0.121739130435
280 15747 0.233333333333
281 7198 0.168
281 10966 0.133333333333
281 1325 0.121739130435
281 3331 0.112
281 952 0.164705882353
281 9949 0.116666666667
281 14880 0.205982905983
281 10533 0.145833333333
281 13297 0.103703703704
281 1703 0.233333333333
281 11338 0.121739130435
281 696 0.121739130435
281 10350 0.167834394904
281 10351 0.125072463768
281 12541 0.14
281 15039 0.133333333333
281 11193 0.103703703704
281 10123 0.106603773585
281 4387 0.233333333333
281 15265 0.144827586207
281 6972 0.127272727273
281 7534 0.12
282 1188 0.107115384615
282 9129 0.158936170213
283 15391 0.105172413793
283 5768 0.10249244713
283 1728 0.25884057971
283 13840 0.105454545455
283 8581 0.218475073314
283 6745 0.16449704142
284 9681 0.107558139535
284 3754 0.103703703704
284 3740 0.173684210526
285 6079 0.105601092896
285 2865 0.107369942197
285 4234 0.168918918919
285 1923 0.118421052632
285 1507 0.15
286 14493 0.101291079812
286 14283 0.15
286 9811 0.106511627907
286 929 0.11832460733
286 8736 0.167427385892
287 4847 0.14
288 10106 0.110144927536
288 10107 0.149166666667
288 6633 0.321212121212
288 6384 0.15
288 13246 0.12
288 14474 0.332061068702
288 12254 0.321304347826
288 11818 0.160810810811
288 13779 0.106829268293
288 6174 0.111764705882
289 1998 0.12
289 8937 0.12
290 6433 0.23
290 13325 0.246875
291 10028 0.23282122905
291 4352 0.116666666667
291 10594 0.15
291 3882 0.10119047619
291 1182 0.110576923077
291 7505 0.116666666667
291 8558 0.133333333333
291 14027 0.116666666667
292 7981 0.146
292 5618 0.13125
292 14679 0.126666666667
292 9090 0.123529411765
292 9267 0.385416666667
292 7556 0.105
292 12244 0.123529411765
292 14788 0.288771929825
292 12274 0.282397003745
292 10921 0.28
292 8111 0.16
293 11692 0.15
293 15227 0.102941176471
294 3028 0.105
294 8918 0.110526315789
294 7985 0.135483870968
294 9322 0.175
294 13123 0.15
294 14550 0.133333333333
294 1748 0.112
294 463 0.161538461538
294 7019 0.14
294 8307 0.221052631579
294 8750 0.112
294 10428 0.175
294 11611 0.110526315789
294 10057 0.170588235294
294 3555 0.190909090909
294 14153 0.144827586207
294 4906 0.461538461538
294 12178 0.103703703704
294 4077 0.14
294 8346 0.116666666667
294 12629 0.127272727273
294 13533 0.166666666667
295 7529 0.110526315789
295 3172 0.155555555556
295 12225 0.164705882353
295 14794 0.182941176471
295 7119 0.103703703704
295 1458 0.116666666667
295 4585 0.164705882353
295 13029 0.116666666667
296 441 0.126225490196
296 7756 0.116666666667
297 474 0.105882352941
297 6052 0.134239130435
297 7706 0.333689839572
297 12982 0.112280701754
298 8648 0.103846153846
298 8764 0.107692307692
298 12207 0.12
298 7060 0.203225806452
298 12932 0.107692307692
298 2314 0.371794871795
298 6016 0.123529411765
298 8074 0.16511627907
298 11693 0.136111111111
298 6411 0.123529411765
298 14293 0.116666666667
298 8084 0.116756756757
298 14005 0.13125
299 15388 0.120648967552
299 5244 0.125735294118
299 2904 0.132110091743
299 7738 0.109265734266
299 12946 0.419512195122
299 12947 0.323444976077
299 1860 0.343343653251
300 2136 0.112
300 14713 0.15
301 6674 0.121875
301 5371 0.247580645161
301 13529 0.18
301 12779 0.103
302 6101 0.103251121076
302 15376 0.356565656566
302 2874 0.182042253521
302 818 0.123420074349
302 2085 0.340579710145
302 12140 0.339130434783
302 424 0.170895522388
302 432 0.105107526882
302 5920 0.323489932886
302 437 0.322459893048
303 2713 0.105614973262
303 15146 0.192116182573
303 10088 0.125282167043
303 1467 0.279908675799
303 5048 0.180288461538
303 2564 0.17149122807
303 1301 0.11320754717
303 13676 0.105329949239
303 7872 0.113053613054
303 5513 0.17274368231
303 5028 0.173547400612
303 1858 0.111506849315
303 13145 0.253435114504
303 7898 0.175
303 8591 0.185897435897
303 1959 0.259540229885
304 12312 0.120588235294
304 14002 0.15
304 7297 0.125609756098
305 10076 0.312173913043
305 9236 0.15
305 4352 0.2
305 9964 0.194444444444
305 14445 0.179166666667
305 3884 0.103867403315
305 14732 0.15
305 12168 0.15
305 803 0.15
305 14442 0.185
305 5676 0.15
305 11181 0.15
305 856 0.15
305 11219 0.15
305 1131 0.156862745098
305 847 0.15
305 5084 0.15
306 5306 0.113582677165
306 10503 0.128353658537
306 11001 0.111991869919
306 9093 0.212209302326
306 6734 0.253472222222
306 987 0.100838926174
306 4949 0.204347826087
306 13769 0.114622641509
306 1721 0.115727272727
307 15034 0.123102310231
307 10532 0.12395480226
307 9830 0.146643598616
308 4704 0.198091603053
308 8436 0.114576271186
308 6263 0.265579710145
308 1051 0.188888888889
308 13763 0.220164609053
308 13769 0.107276657061
308 5221 0.105107526882
308 8571 0.116480446927
308 4323 0.321374045802
308 13676 0.108606557377
308 1846 0.155109489051
308 4947 0.105035971223
308 2323 0.168502202643
308 812 0.25632183908
308 9830 0.109790794979
308 1301 0.128413284133
308 7872 0.120071684588
308 12546 0.110981308411
308 15036 0.110483870968
308 1858 0.119534883721
308 2713 0.115765765766
308 2403 0.10534351145
308 8348 0.111282051282
308 12124 0.176119402985
308 5989 0.172
308 1849 0.263235294118
309 5977 0.10064516129
309 8488 0.106503496503
309 1973 0.103929899097
309 11890 0.101297935103
309 7204 0.104545454545
310 8990 0.100609756098
311 7906 0.238
311 312 0.167932489451
311 1530 0.103463203463
311 11470 0.102314814815
311 11092 0.116176470588
311 9608 0.115655339806
311 14284 0.107026143791
311 7838 0.16049382716
311 12489 0.107110091743
311 6006 0.104298356511
312 7906 0.223387096774
312 14585 0.133579335793
312 12858 0.138650306748
312 9075 0.125418994413
312 469 0.140833333333
312 13102 0.11983805668
312 12489 0.202941176471
312 2491 0.101176470588
312 10615 0.104535864979
312 7838 0.359574468085
312 391 0.128629032258
313 708 0.137121212121
313 10328 0.155785123967
313 4693 0.120487804878
314 8651 0.15
314 15219 0.3
314 14652 0.15
314 10924 0.3
314 2402 0.3
314 11690 0.3
314 12219 0.15
314 15743 0.3
314 13420 0.3
314 12223 0.3
314 13527 0.3
314 8644 0.7
314 8646 0.3
315 2090 0.134285714286
316 9611 0.136431226766
316 3952 0.171120689655
317 333 0.166666666667
317 15312 0.161351351351
317 11418 0.156896551724
317 7915 0.125668016194
317 321 0.1235
317 11202 0.15
317 12987 0.102941176471
317 15568 0.147368421053
317 15507 0.122834008097
317 2417 0.181818181818
317 11436 0.138260869565
317 6006 0.12
318 1262 0.159929078014
319 10106 0.110526315789
319 6633 0.123529411765
319 15065 0.13125
319 13243 0.110526315789
319 12284 0.127272727273
319 5821 0.116666666667
319 12893 0.105
319 12894 0.123529411765
319 6301 0.110526315789
319 15386 0.105
319 4176 0.110526315789
319 1428 0.123529411765
319 5527 0.196666666667
319 2658 0.110526315789
319 6668 0.116666666667
319 1037 0.116666666667
319 10643 0.125925925926
319 15678 0.105
319 11500 0.14
319 1408 0.105
319 10170 0.105
320 6102 0.225925925926
320 7847 0.212844036697
320 5147 0.141823899371
321 13086 0.106460674157
321 11418 0.24164305949
321 7915 0.372031662269
321 14569 0.16523297491
321 14827 0.105536912752
321 11202 0.203664921466
321 5958 0.15
321 15312 0.235
321 14284 0.147559055118
321 2417 0.2
321 15507 0.401923076923
321 11436 0.180545454545
321 6006 0.157368421053
321 5558 0.133333333333
322 15118 0.10476744186
323 503 0.110526315789
323 14224 0.135
323 9549 0.133333333333
324 15634 0.18
325 8947 0.113725490196
325 9559 0.106818181818
325 7389 0.160344827586
325 13843 0.15
325 11035 0.133333333333
325 5362 0.244774011299
325 5363 0.258980582524
325 5369 0.161413043478
325 8948 0.125
325 11253 0.325925925926
326 14941 0.107843137255
326 14942 0.233333333333
326 5731 0.142857142857
326 8379 0.275
326 1988 0.15
326 6546 0.117395104895
326 10901 0.14
326 10807 0.15
326 10746 0.14
326 12873 0.151715686275
326 554 0.13125
326 6238 0.15
327 1665 0.313397129187
327 14167 0.15
327 503 0.2
327 2706 0.331818181818
327 6782 0.113888888889
327 9316 0.15
328 11812 0.116666666667
328 12908 0.107692307692
328 8282 0.12
328 4687 0.155555555556
328 5041 0.14
328 13621 0.315053763441
328 13009 0.116666666667
328 8154 0.116666666667
328 2969 0.286666666667
329 4109 0.239893617021
329 10523 0.116666666667
329 7518 0.116666666667
329 4796 0.107692307692
330 5897 0.475
330 3389 0.233333333333
331 8561 0.384848484848
331 10140 0.105
331 15701 0.346666666667
331 7723 0.2
331 8747 0.144827586207
331 11619 0.347572815534
331 4401 0.15
331 5366 0.168
331 5033 0.12
331 508 0.168
332 12110 0.13125
332 3095 0.190909090909
332 14864 0.15
332 13201 0.103703703704
332 10113 0.2
332 3024 0.161538461538
332 1528 0.11320754717
332 10561 0.135869565217
332 8279 0.123333333333
332 8363 0.14
332 12429 0.103703703704
332 1755 0.466666666667
333 14826 0.110526315789
333 15333 0.123529411765
333 1214 0.110526315789
333 13135 0.14
333 4975 0.215384615385
333 1752 0.110526315789
333 5121 0.106666666667
333 1300 0.116666666667
333 5484 0.123529411765
333 1793 0.15189701897
333 15568 0.291666666667
333 7991 0.13125
334 6067 0.113839285714
334 13530 0.111219512195
334 13040 0.118659217877
334 11490 0.109122807018
335 8496 0.216535433071
335 14592 0.168965517241
335 14775 0.132766990291
335 5691 0.111656441718
335 12583 0.176033057851
335 13570 0.109292035398
335 8391 0.110727969349
335 11714 0.13528708134
335 13916 0.33756097561
336 11225 0.395454545455
336 14806 0.15
336 11657 0.15
336 9664 0.15843373494
336 2458 0.3
336 14850 0.131818181818
336 11711 0.154320987654
336 5318 0.32868852459
336 13087 0.246551724138
336 13799 0.123529411765
336 11118 0.178
336 8214 0.108536585366
336 5941 0.107446808511
336 3877 0.110526315789
336 8477 0.15
336 6685 0.496
336 15731 0.329370629371
336 5473 0.15
336 5476 0.103097345133
336 2936 0.156481481481
336 828 0.3
336 12111 0.105
336 1891 0.15
336 13948 0.180434782609
336 13949 0.155303030303
336 4199 0.303225806452
336 4200 0.171212121212
337 7143 0.124324324324
337 15312 0.112333333333
337 14772 0.100515463918
337 14827 0.110408560311
337 3027 0.104697986577
337 15366 0.110079726651
337 14038 0.12
337 14233 0.112404580153
337 11418 0.101168224299
337 11074 0.143502824859
337 7346 0.122079510703
338 8613 0.158045977011
338 12640 0.316355140187
338 8616 0.123178807947
338 11707 0.172685185185
338 11708 0.328086419753
338 2463 0.15
338 4924 0.15724137931
338 13083 0.108092485549
338 13084 0.3
338 3444 0.102028985507
338 725 0.166118421053
338 5498 0.120143884892
338 14760 0.159943181818
338 11921 0.15
338 5119 0.119047619048
338 14204 0.110526315789
338 9625 0.335251798561
338 8505 0.162544802867
338 6679 0.311904761905
338 6473 0.108898305085
338 9560 0.120231213873
338 11197 0.306666666667
338 3673 0.33285198556
338 5510 0.15
338 5297 0.3
338 15042 0.112173913043
338 9632 0.121575342466
338 7472 0.164344262295
338 5977 0.114432989691
338 13528 0.120467836257
338 13533 0.306422018349
338 654 0.1609375
338 7330 0.163257575758
339 12514 0.312280701754
339 11568 0.154268292683
339 9661 0.112962962963
339 4153 0.125609756098
339 6872 0.21320754717
339 4290 0.116470588235
339 4042 0.119811320755
339 1951 0.111731843575
339 12642 0.102631578947
339 14143 0.148837209302
340 869 0.156034482759
340 4919 0.3
340 13086 0.153535353535
341 723 0.162389380531
341 13193 0.10421686747
341 9626 0.112
341 801 0.106086956522
341 12488 0.319178082192
341 7636 0.3
341 4784 0.116666666667
341 2797 0.155555555556
342 9522 0.113532110092
342 15570 0.12
342 10177 0.244680851064
342 4875 0.351376146789
343 10894 0.138402457757
344 9870 0.133333333333
344 4495 0.132280701754
344 507 0.105
345 2864 0.12
345 6729 0.139662921348
345 12235 0.125223880597
345 8355 0.155795454545
345 13287 0.141304347826
346 3767 0.108
346 2721 0.107567567568
347 4655 0.175
347 6157 0.2625
347 7360 0.116666666667
347 3557 0.107692307692
347 5652 0.127272727273
347 10779 0.116666666667
347 10424 0.107692307692
347 7921 0.158333333333
347 12447 0.175
347 9320 0.123529411765
347 10601 0.107692307692
347 12147 0.13125
347 11180 0.21
347 8154 0.175
348 2352 0.109130434783
348 12863 0.104166666667
348 2037 0.10421686747
349 9856 0.1175
349 13008 0.12
349 5086 0.126306306306
349 2666 0.230172413793
349 12470 0.109375
349 5091 0.548387096774
349 11626 0.124430379747
349 879 0.171875
349 2356 0.121105527638
349 959 0.304575163399
349 7022 0.11511627907
349 7232 0.220588235294
349 9961 0.116666666667
349 11840 0.159677419355
349 1707 0.155263157895
349 362 0.209633027523
349 3677 0.131111111111
349 3679 0.168421052632
349 6251 0.167073170732
349 14267 0.151638418079
349 14488 0.168918918919
349 6632 0.116279069767
349 12738 0.208974358974
349 2278 0.169444444444
349 4478 0.221794871795
349 10502 0.16186440678
349 14694 0.144680851064
349 11630 0.222580645161
349 14671 0.210714285714
350 4989 0.135714285714
350 9299 0.101829268293
350 14704 0.177697841727
350 10803 0.113658536585
350 2374 0.106034482759
350 10869 0.161570247934
350 2583 0.15
350 1405 0.30564516129
350 12507 0.17397260274
351 15529 0.108888888889
351 6986 0.108974358974
352 6978 0.166666666667
353 2430 0.106818181818
353 1552 0.34
354 13604 0.15
354 10864 0.111437908497
354 11310 0.308366533865
354 562 0.169367588933
354 12885 0.154402515723
354 10592 0.304430379747
354 10593 0.314046822742
354 7730 0.313504823151
354 7731 0.16186440678
354 6549 0.171585903084
354 10599 0.154487179487
354 8939 0.15
354 3863 0.162173913043
354 13233 0.315350877193
354 13314 0.304402515723
354 12714 0.159090909091
354 2444 0.155090909091
354 12723 0.3
354 12726 0.15
354 4238 0.158588957055
354 3554 0.104268292683
354 487 0.122489959839
354 2642 0.216784452297
354 12797 0.304093567251
354 14693 0.108860759494
355 4251 0.12
355 9829 0.185
355 12151 0.18
356 8959 0.10815018315
356 13369 0.119626168224
356 11769 0.108590102708
356 9861 0.108695652174
356 12440 0.104375
356 9835 0.108163265306
356 13870 0.107996632997
356 11338 0.108695652174
356 13680 0.119215686275
356 6076 0.118666666667
356 1929 0.108974358974
356 2321 0.112804878049
357 5481 0.108139534884
357 8433 0.106547619048
357 4121 0.127936507937
357 8547 0.10393258427
357 2959 0.136617405583
357 5675 0.104839968774
357 10880 0.112923076923
357 13849 0.15393258427
358 9585 0.10780669145
358 2440 0.122580645161
358 15266 0.111336032389
358 14704 0.136029411765
358 11533 0.112389380531
358 6824 0.105263157895
358 4812 0.106034482759
358 6173 0.162727272727
358 634 0.11186440678
358 1406 0.318584070796
358 10877 0.121355932203
358 12507 0.124221453287
358 5087 0.327528089888
358 5725 0.344144144144
358 11312 0.118791946309
358 11313 0.15
359 7719 0.129032258065
359 9963 0.161224489796
359 10114 0.173489932886
359 462 0.158536585366
359 11993 0.136470588235
359 14706 0.155
359 5069 0.124320987654
360 3320 0.107061068702
360 3027 0.153225806452
360 2235 0.256232686981
360 14233 0.104093567251
360 4019 0.180026809651
360 15366 0.130374753452
360 1692 0.106167400881
360 5274 0.103225806452
360 9959 0.105434782609
360 15132 0.118181818182
360 7143 0.167073170732
360 11074 0.179577464789
360 1496 0.109502262443
360 4991 0.174888888889
360 11680 0.223333333333
360 7353 0.169298245614
360 3937 0.122781065089
360 7640 0.113827160494
360 4332 0.103153153153
360 14568 0.101923076923
360 7346 0.106034482759
361 13095 0.10393258427
361 5721 0.327814569536
361 9145 0.304294478528
361 1015 0.158536585366
362 14698 0.124137931034
362 14699 0.17835443038
362 1426 0.153535353535
362 1668 0.100561797753
362 5086 0.208532608696
362 2666 0.175925925926
362 5091 0.2035
362 11626 0.125081433225
362 879 0.151612903226
362 2356 0.105085959885
362 11575 0.127450980392
362 959 0.213680781759
362 14267 0.114540059347
362 2517 0.10358974359
362 8951 0.153535353535
362 7232 0.157291666667
362 11840 0.138970189702
362 9561 0.127035175879
362 9562 0.153626943005
362 11498 0.148837209302
362 1013 0.103626943005
362 6251 0.130606060606
362 14488 0.103571428571
362 9237 0.147631578947
362 14671 0.182748538012
362 12738 0.177510917031
362 4622 0.135750915751
362 6639 0.123535353535
362 2278 0.12358974359
362 5195 0.10358974359
362 4478 0.134141414141
362 10502 0.153070866142
362 14694 0.160194174757
362 3679 0.123553299492
362 11630 0.180517711172
363 11849 0.110566037736
364 11106 0.135220125786
364 12826 0.160659898477
364 12193 0.131174089069
364 13373 0.127071823204
364 14154 0.112962962963
364 12044 0.158860759494
364 8654 0.15
364 4565 0.107070707071
364 13803 0.106730769231
364 10250 0.112844036697
364 8509 0.2385
365 4529 0.122580645161
365 11931 0.126203208556
365 2921 0.116666666667
365 5333 0.116509433962
365 2118 0.114070351759
365 15344 0.118014705882
365 1463 0.108333333333
366 5250 0.158515815085
366 2752 0.181728045326
366 11842 0.164621409922
366 7184 0.15
366 7194 0.15281124498
366 6710 0.155737704918
366 6711 0.15
367 11354 0.155263157895
367 11373 0.165909090909
367 6121 0.165441176471
367 6128 0.166055045872
367 2058 0.3
367 13209 0.16872909699
367 14756 0.105223880597
367 7749 0.223853211009
367 12261 0.160687022901
368 12558 0.15
369 13124 0.161538461538
369 2203 0.15
369 5909 0.14
369 1219 0.314705882353
369 8758 0.164705882353
369 14479 0.164705882353
369 12003 0.105
369 14724 0.106666666667
369 8150 0.13125
370 7035 0.253260869565
370 11089 0.103388429752
370 3542 0.104919786096
370 12189 0.148571428571
371 1235 0.1224
371 4772 0.133920704846
371 5745 0.105511811024
372 8453 0.105158730159
373 7620 0.185593220339
373 3615 0.333466135458
373 704 0.178823529412
373 6362 0.15
373 4863 0.200149253731
373 14240 0.104347826087
373 14932 0.178899082569
374 10896 0.112
374 3418 0.14
374 9768 0.116666666667
375 12663 0.152777777778
375 2368 0.108045977011
375 3958 0.155555555556
375 11535 0.21
375 13009 0.21
375 6169 0.15
375 15677 0.101988636364
375 5064 0.2
375 6847 0.13125
375 11458 0.175
375 14170 0.208235294118
375 5726 0.15
376 15431 0.3
376 15432 0.3
376 6936 0.3
376 10227 0.3
376 10231 0.3
376 15442 0.4
376 3967 0.3
376 3968 0.3
376 10890 0.15
376 7015 0.3
376 7016 0.3
376 10760 0.3
376 10761 0.3
376 10762 0.3
376 10763 0.3
376 1881 0.3
376 7240 0.4
376 8754 0.3
376 3619 0.2375
376 3620 0.4
376 3621 0.4
376 2701 0.4
376 2707 0.4
376 2708 0.4
376 9170 0.15
376 10438 0.15
376 10439 0.3
376 10440 0.3
376 13592 0.15
377 3376 0.106666666667
377 3377 0.106666666667
377 2910 0.127272727273
377 10397 0.103333333333
377 13838 0.127272727273
378 14035 0.10534351145
378 5691 0.103865979381
379 13040 0.205721393035
379 13835 0.123275862069
379 5952 0.105545454545
379 5397 0.10725388601
380 7907 0.162635379061
380 4574 0.179787234043
380 3539 0.358988764045
380 13812 0.179166666667
380 1787 0.102559055118
380 12943 0.381018518519
380 7587 0.175925925926
380 10778 0.128488372093
381 8675 0.116666666667
381 4662 0.116666666667
381 15029 0.116666666667
381 13459 0.2
382 3794 0.4125
382 938 0.159523809524
383 1399 0.104166666667
384 14044 0.105
385 6633 0.13125
385 2480 0.105
385 13518 0.105
385 15386 0.110526315789
386 14426 0.164705882353
386 12387 0.147368421053
386 4970 0.175
386 10095 0.188888888889
386 3749 0.110526315789
386 10841 0.121739130435
386 8106 0.2
386 2920 0.121739130435
386 10674 0.155555555556
386 1045 0.15
386 1107 0.155555555556
387 13976 0.10243902439
387 7219 0.146511627907
388 7216 0.3
388 937 0.105
388 3083 0.107692307692
389 12518 0.158536585366
389 13358 0.109567901235
389 14209 0.11186440678
